Запрос;Страница;Позиция;Базовая частотность;Очень точная частотность;Эффективность ключевого слова;Количество слов в запросе;Количество объявлений;Документов найдено;Средняя цена клика;Является топонимом;Является вопросом;Число колдунщиков;Новый запрос;Изменение позиции;Смена URL;Дата выдачи;
"ливорно италия достопримечательности";"http://citysee.ru/europe/yuzhnaya/italiya/livorno-italiya-dostoprimechatelnosti.html";5;125;116;92;3;6;8000;12.98;0;0;1;0;1;0;"08.01.2020"
"винченцо город в италии";"http://citysee.ru/europe/yuzhnaya/italiya/vichencza-italiya-dostoprimechatelnosti.html";5;19;12;63;4;3;133000;0.4;0;0;1;0;6;0;"06.01.2020"
"что посмотреть в неаполе за 1 день";"http://citysee.ru/europe/yuzhnaya/italiya/neapol-dostoprimechatelnosti-chto-posmotret-za-1-den.html";5;119;47;39;7;6;17000000;8.46;0;1;0;0;1;0;"12.01.2020"
"португалия фару фото";"http://citysee.ru/europe/yuzhnaya/portugaliya/faru-portugaliya-dostoprimechatelnosti.html";5;52;1;1;3;1;7000000;1.36;0;0;1;0;-1;0;"10.01.2020"
"город парма италия достопримечательности";"http://citysee.ru/europe/yuzhnaya/italiya/parma-italiya-dostoprimechatelnosti.html";5;4;3;74;4;3;6000000;0.58;0;0;1;0;-1;0;"06.01.2020"
"достопримечательности синтры";"http://citysee.ru/europe/yuzhnaya/portugaliya/sintra-portugaliya-dostoprimechatelnosti.html";5;978;71;7;2;1;635000;1.16;0;0;0;0;0;0;"07.01.2020"
"равенна";"http://citysee.ru/europe/yuzhnaya/italiya/ravenna-italiya-dostoprimechatelnosti.html";5;14527;834;5;1;4;6000;18.34;0;0;2;0;5;0;"10.01.2020"
"дворец синтра португалия";"http://citysee.ru/europe/yuzhnaya/portugaliya/sintra-portugaliya-dostoprimechatelnosti.html";5;145;40;27;3;3;994000;3.42;0;0;1;0;1;0;"06.01.2020"
"достопримечательности коимбра";"http://citysee.ru/europe/yuzhnaya/portugaliya/koimbra-portugaliya-dostoprimechatelnosti.html";5;176;3;1;2;2;2000000;4.52;0;0;1;0;0;0;"07.01.2020"
"марселе франция";"http://citysee.ru/europe/zapadnaya/francziya/marsel-francziya-dostoprimechatelnosti.html";5;4472;1;0;2;8;2000000;14.96;0;0;1;0;4;0;"08.01.2020"
"sintra portugal";"http://citysee.ru/europe/yuzhnaya/portugaliya/sintra-portugaliya-dostoprimechatelnosti.html";5;91;22;24;2;5;5000000;5.44;0;0;1;0;0;0;"05.01.2020"
"марсель город во франции";"http://citysee.ru/europe/zapadnaya/francziya/marsel-francziya-dostoprimechatelnosti.html";5;335;194;57;4;4;7000;2.08;0;0;2;0;4;0;"08.01.2020"
"город синтра в португалии";"http://citysee.ru/europe/yuzhnaya/portugaliya/sintra-portugaliya-dostoprimechatelnosti.html";5;35;9;25;4;4;4000000;2.74;0;0;1;0;-3;0;"07.01.2020"
"город тулуза франция";"http://citysee.ru/europe/zapadnaya/francziya/tuluza-francziya-dostoprimechatelnosti.html";5;168;18;10;3;4;5000000;2.86;0;0;1;1;0;0;"07.01.2020"
"церковь св жана мальтийского";"http://citysee.ru/europe/zapadnaya/francziya/eks-an-provans-dostoprimechatelnosti.html";5;4;4;99;4;1;2000000;0;0;0;1;1;0;0;"12.01.2020"
"доклад на тему берлин и его достопримечательности";"http://citysee.ru/europe/zapadnaya/germaniya/berlin-dostoprimechatelnosti-goroda.html";5;4;3;74;7;0;2000000;0.06;0;0;1;0;1;0;"07.01.2020"
"франция реймс";"http://citysee.ru/europe/zapadnaya/francziya/rejms-francziya-dostoprimechatelnosti.html";5;2257;8;0;2;4;1000000;18.3;0;0;1;1;0;0;"12.01.2020"
"про берлин";"http://citysee.ru/europe/zapadnaya/germaniya/berlin-dostoprimechatelnosti-goroda.html";5;3474;26;0;2;1;5000000;9.34;0;0;1;0;0;0;"10.01.2020"
"страсбург франция";"http://citysee.ru/europe/zapadnaya/francziya/strasburg-francziya-dostoprimechatelnosti.html";5;2897;474;16;2;6;6000;13.84;0;0;2;1;0;0;"11.01.2020"
"берлин где это";"http://citysee.ru/europe/zapadnaya/germaniya/berlin-dostoprimechatelnosti-goroda.html";5;257;2;0;3;1;13000000;1.62;0;1;2;0;5;0;"06.01.2020"
"город берлин германия";"http://citysee.ru/europe/zapadnaya/germaniya/berlin-dostoprimechatelnosti-goroda.html";5;675;10;1;3;2;5000000;8.34;0;0;1;0;0;0;"07.01.2020"
"г бонн";"http://citysee.ru/europe/zapadnaya/germaniya/bonn-germaniya-dostoprimechatelnosti.html";5;218;5;2;2;3;6000000;17.1;0;0;1;0;0;0;"06.01.2020"
"берлин рассказ";"http://citysee.ru/europe/zapadnaya/germaniya/berlin-dostoprimechatelnosti-goroda.html";5;933;8;0;2;1;1000000;5.78;0;0;1;0;0;0;"06.01.2020"
"город бонн";"http://citysee.ru/europe/zapadnaya/germaniya/bonn-germaniya-dostoprimechatelnosti.html";5;1266;119;9;2;3;8000;18.98;0;0;1;0;0;0;"07.01.2020"
"bonn германия";"http://citysee.ru/europe/zapadnaya/germaniya/bonn-germaniya-dostoprimechatelnosti.html";5;90;15;16;2;5;2000000;8.36;0;0;1;0;0;0;"05.01.2020"
"город бонн в германии";"http://citysee.ru/europe/zapadnaya/germaniya/bonn-germaniya-dostoprimechatelnosti.html";5;205;12;5;4;4;6000000;9.72;0;0;1;0;1;0;"07.01.2020"
"bonn город";"http://citysee.ru/europe/zapadnaya/germaniya/bonn-germaniya-dostoprimechatelnosti.html";5;96;14;14;2;2;4000000;2.56;0;0;1;0;0;0;"05.01.2020"
"германия дрезден достопримечательности";"http://citysee.ru/europe/zapadnaya/germaniya/drezden-germaniya-dostoprimechatelnosti.html";5;86;16;18;3;3;8000;7.16;0;0;1;0;1;0;"06.01.2020"
"город бон германия";"http://citysee.ru/europe/zapadnaya/germaniya/bonn-germaniya-dostoprimechatelnosti.html";5;157;7;4;3;4;5000000;3.22;0;0;1;0;-1;0;"07.01.2020"
"эрфурт германия";"http://citysee.ru/europe/zapadnaya/germaniya/erfurt-germaniya-dostoprimechatelnosti.html";5;767;291;37;2;2;8000;22.88;0;0;1;0;-1;0;"12.01.2020"
"бонн германия";"http://citysee.ru/europe/zapadnaya/germaniya/bonn-germaniya-dostoprimechatelnosti.html";5;2153;285;13;2;5;2000000;18.74;0;0;1;0;0;0;"06.01.2020"
"эссена";"http://citysee.ru/europe/zapadnaya/germaniya/essen-germaniya-dostoprimechatelnosti.html";5;49090;12;0;1;6;43000000;11.38;0;0;1;0;0;0;"12.01.2020"
"бонн город";"http://citysee.ru/europe/zapadnaya/germaniya/bonn-germaniya-dostoprimechatelnosti.html";5;1266;146;11;2;3;6000000;18.98;0;0;1;0;1;0;"06.01.2020"
"essen germany";"http://citysee.ru/europe/zapadnaya/germaniya/essen-germaniya-dostoprimechatelnosti.html";5;100;25;24;2;5;2000000;7.86;0;0;1;0;1;0;"05.01.2020"
"достопримечательности дрездена на немецком языке с переводом";"http://citysee.ru/europe/zapadnaya/germaniya/drezden-germaniya-dostoprimechatelnosti.html";5;19;5;26;7;0;1000000;2.86;0;0;1;0;1;0;"07.01.2020"
"essen германия";"http://citysee.ru/europe/zapadnaya/germaniya/essen-germaniya-dostoprimechatelnosti.html";5;126;27;21;2;7;2000000;6.08;0;0;1;0;-1;0;"05.01.2020"
"dresden germany";"http://citysee.ru/europe/zapadnaya/germaniya/drezden-germaniya-dostoprimechatelnosti.html";5;116;19;16;2;6;2000000;17.24;0;0;1;0;2;0;"05.01.2020"
"эссен германия википедия";"http://citysee.ru/europe/zapadnaya/germaniya/essen-germaniya-dostoprimechatelnosti.html";5;20;14;69;3;0;465000;0.04;0;0;2;0;-2;0;"12.01.2020"
"г эссен";"http://citysee.ru/europe/zapadnaya/germaniya/essen-germaniya-dostoprimechatelnosti.html";5;517;5;0;2;4;6000000;14.8;0;0;1;0;-1;0;"06.01.2020"
"достопримечательности во франкфурте на майне";"http://citysee.ru/europe/zapadnaya/germaniya/frankfurt-na-majne-dostoprimechatelnosti.html";5;4;1;24;5;4;1000000;0.04;0;0;1;0;2;0;"07.01.2020"
"эссен город";"http://citysee.ru/europe/zapadnaya/germaniya/essen-germaniya-dostoprimechatelnosti.html";5;1111;83;7;2;4;4000000;12;0;0;2;0;-1;0;"12.01.2020"
"франкфурт германия достопримечательности";"http://citysee.ru/europe/zapadnaya/germaniya/frankfurt-na-majne-dostoprimechatelnosti.html";5;58;15;25;3;6;2000000;2.34;0;0;1;0;6;0;"12.01.2020"
"эссен город в германии";"http://citysee.ru/europe/zapadnaya/germaniya/essen-germaniya-dostoprimechatelnosti.html";5;236;70;29;4;1;6000000;5.46;0;0;1;0;0;0;"12.01.2020"
"германия франкфурт на майне достопримечательности";"http://citysee.ru/europe/zapadnaya/germaniya/frankfurt-na-majne-dostoprimechatelnosti.html";5;31;23;74;5;4;2000000;0.18;0;0;1;0;4;0;"06.01.2020"
"frankfurt достопримечательности";"http://citysee.ru/europe/zapadnaya/germaniya/frankfurt-na-majne-dostoprimechatelnosti.html";5;2;1;49;2;3;666000;0.24;0;0;1;0;4;0;"05.01.2020"
"достопримечательности франкфурта на майне";"http://citysee.ru/europe/zapadnaya/germaniya/frankfurt-na-majne-dostoprimechatelnosti.html";5;1319;73;5;4;4;8000;4.32;0;0;1;0;3;0;"07.01.2020"
"lubeck germany";"http://citysee.ru/europe/zapadnaya/germaniya/lyubek-germaniya-dostoprimechatelnosti.html";5;67;4;5;2;2;2000000;0.52;0;0;1;0;0;0;"05.01.2020"
"любек";"http://citysee.ru/europe/zapadnaya/germaniya/lyubek-germaniya-dostoprimechatelnosti.html";5;9042;1074;11;1;5;6000;11.06;0;0;1;0;-1;0;"08.01.2020"
"lubeck германия";"http://citysee.ru/europe/zapadnaya/germaniya/lyubek-germaniya-dostoprimechatelnosti.html";5;33;16;48;2;2;2000000;1.12;0;0;1;0;-1;0;"05.01.2020"
"достопримечательности регенсбурга германия";"http://citysee.ru/europe/zapadnaya/germaniya/regensburg-germaniya-dostoprimechatelnosti.html";5;205;3;1;3;1;9000;11.94;0;0;1;0;-1;0;"07.01.2020"
"ратуша любека";"http://citysee.ru/europe/zapadnaya/germaniya/lyubek-germaniya-dostoprimechatelnosti.html";5;21;4;18;2;1;55000;0.04;0;0;1;0;0;0;"10.01.2020"
"пицунда фото города и пляжа достопримечательности";"http://citysee.ru/respubliki/respublika-abhaziya/piczunda-dostoprimechatelnosti-i-razvlecheniya.html";5;23;8;34;6;4;7000000;2.62;0;0;1;0;0;0;"10.01.2020"
"любек фото";"http://citysee.ru/europe/zapadnaya/germaniya/lyubek-germaniya-dostoprimechatelnosti.html";5;134;15;11;2;1;7000000;0.5;0;0;1;0;0;0;"08.01.2020"
"развлечения в пицунде";"http://citysee.ru/respubliki/respublika-abhaziya/piczunda-dostoprimechatelnosti-i-razvlecheniya.html";5;35;6;17;3;3;1000000;3.44;0;0;0;0;1;0;"10.01.2020"
"любеке";"http://citysee.ru/europe/zapadnaya/germaniya/lyubek-germaniya-dostoprimechatelnosti.html";5;9045;7;0;1;4;70000;11.06;0;0;1;0;-2;0;"08.01.2020"
"достопримечательности пицунды";"http://citysee.ru/respubliki/respublika-abhaziya/piczunda-dostoprimechatelnosti-i-razvlecheniya.html";5;446;52;11;2;4;7000;7.64;0;0;2;0;0;0;"07.01.2020"
"достопримечательности гагры";"http://citysee.ru/respubliki/respublika-abhaziya/gagra-dostoprimechatelnosti-i-razvlecheniya.html";5;942;48;5;2;3;7000;35.36;0;0;1;0;1;0;"07.01.2020"
"абхазия пицунда достопримечательности фото";"http://citysee.ru/respubliki/respublika-abhaziya/piczunda-dostoprimechatelnosti-i-razvlecheniya.html";5;40;1;2;4;6;7000000;5.36;0;0;1;0;2;0;"05.01.2020"
"гагра развлечения";"http://citysee.ru/respubliki/respublika-abhaziya/gagra-dostoprimechatelnosti-i-razvlecheniya.html";5;280;8;2;2;4;1000000;38.92;0;0;2;0;1;0;"06.01.2020"
"сухум что посмотреть";"http://citysee.ru/respubliki/respublika-abhaziya/suhum-dostoprimechatelnosti-i-razvlecheniya.html";5;89;26;29;3;1;4000000;1.78;0;1;0;0;-1;0;"11.01.2020"
"гагры отдых достопримечательности";"http://citysee.ru/respubliki/respublika-abhaziya/gagra-dostoprimechatelnosti-i-razvlecheniya.html";5;8;1;12;3;6;2000000;3.46;0;0;1;0;1;0;"06.01.2020"
"город сухум достопримечательности";"http://citysee.ru/respubliki/respublika-abhaziya/suhum-dostoprimechatelnosti-i-razvlecheniya.html";5;16;3;18;3;6;4000000;0.94;0;0;1;0;0;0;"07.01.2020"
"достопримечательности новый афон";"http://citysee.ru/respubliki/respublika-abhaziya/novyj-afon-abhaziya-dostoprimechatelnosti.html";5;569;15;2;3;6;8000;9.62;0;0;1;0;3;0;"07.01.2020"
"абхазия сухум достопримечательности фото";"http://citysee.ru/respubliki/respublika-abhaziya/suhum-dostoprimechatelnosti-i-razvlecheniya.html";5;38;4;10;4;4;9000;1.14;0;0;1;0;-2;0;"05.01.2020"
"пицунда абхазия достопримечательности";"http://citysee.ru/respubliki/respublika-abhaziya/piczunda-dostoprimechatelnosti-i-razvlecheniya.html";5;109;23;21;3;6;815000;7.3;0;0;2;0;0;0;"10.01.2020"
"абхазия сухуми фото достопримечательности";"http://citysee.ru/respubliki/respublika-abhaziya/suhum-dostoprimechatelnosti-i-razvlecheniya.html";5;32;4;12;4;4;6000000;0.12;0;0;1;0;-1;0;"05.01.2020"
"достопримечательности пицунды фото с описанием 2018 цены";"http://citysee.ru/respubliki/respublika-abhaziya/piczunda-dostoprimechatelnosti-i-razvlecheniya.html";5;2;2;99;7;4;14000000;0;0;0;1;0;1;0;"07.01.2020"
"исторические музеи санкт петербурга";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/istoricheskie-muzei-sankt-peterburga.html";5;802;39;4;4;4;7000000;4.28;1;0;1;0;0;0;"08.01.2020"
"достопримечательности сухум";"http://citysee.ru/respubliki/respublika-abhaziya/suhum-dostoprimechatelnosti-i-razvlecheniya.html";5;472;23;4;2;4;7000;6.72;0;0;2;0;1;0;"06.01.2020"
"москва китай город фото";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/kitaj-gorod-moskva-dostoprimechatelnosti.html";5;619;33;5;4;4;12000000;15.26;1;0;2;0;6;0;"09.01.2020"
"достопримечательности сухуми";"http://citysee.ru/respubliki/respublika-abhaziya/suhum-dostoprimechatelnosti-i-razvlecheniya.html";5;343;37;10;2;4;7000;4.4;0;0;1;0;0;0;"06.01.2020"
"памятник у метро китай город";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/kitaj-gorod-moskva-dostoprimechatelnosti.html";5;35;5;14;5;0;5000000;0.9;0;0;1;0;1;0;"10.01.2020"
"исторические музеи петербурга";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/istoricheskie-muzei-sankt-peterburga.html";5;871;1;0;3;4;4000000;4.22;1;0;1;0;-1;0;"08.01.2020"
"кремль описание для детей";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/moskovskiy-kreml-dostoprimechatelnosti.html";5;248;10;4;4;3;8000000;1.76;0;0;1;0;1;0;"08.01.2020"
"китай город достопримечательности";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/kitaj-gorod-moskva-dostoprimechatelnosti.html";5;885;50;5;3;1;8000000;4.64;0;0;2;0;-1;0;"08.01.2020"
"петербург в невском проспекте";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/nevskij-prospekt-sankt-peterburg-dostoprimechatelnosti.html";5;8163;6;0;4;3;7000000;18.58;1;0;1;1;0;0;"10.01.2020"
"достопримечательности китай города в москве";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/kitaj-gorod-moskva-dostoprimechatelnosti.html";5;43;12;27;5;1;8000000;3.16;1;0;2;0;1;0;"07.01.2020"
"карта памятников на поклонной горе";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/poklonnaya-gora-moskva-chto-posmotret.html";5;86;1;1;5;0;6000000;0.06;0;0;2;0;1;0;"07.01.2020"
"московский кремль описание";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/moskovskiy-kreml-dostoprimechatelnosti.html";5;1499;65;4;3;2;7000000;2.72;0;0;1;0;2;0;"09.01.2020"
"парк победы что посмотреть";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/poklonnaya-gora-moskva-chto-posmotret.html";5;133;14;10;4;1;7000000;3.96;0;1;2;0;-1;0;"10.01.2020"
"описание московского кремля";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/moskovskiy-kreml-dostoprimechatelnosti.html";5;1499;50;3;3;1;8000000;2.72;0;0;1;0;2;0;"09.01.2020"
"драматические театры санкт петербурга список";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;23;21;91;5;1;17000;0.66;1;0;1;0;-1;0;"07.01.2020"
"невский проспект описание петербурга";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/nevskij-prospekt-sankt-peterburg-dostoprimechatelnosti.html";5;141;9;6;4;4;6000000;3.38;1;0;3;1;0;0;"09.01.2020"
"театральный спб";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;15477;8;0;2;3;3000000;5.4;1;0;1;0;2;0;"11.01.2020"
"описание невского проспекта";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/nevskij-prospekt-sankt-peterburg-dostoprimechatelnosti.html";5;846;39;4;3;0;4000000;8.1;0;0;2;1;0;0;"09.01.2020"
"новые театры санкт петербурга";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;1189;1;0;4;4;14000;14.1;1;0;2;0;-1;0;"09.01.2020"
"что находится на невском проспекте";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/nevskij-prospekt-sankt-peterburg-dostoprimechatelnosti.html";5;63;10;15;5;1;1000000;2.9;0;1;2;1;0;0;"12.01.2020"
"знаменитые театры санкт петербурга";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;117;21;17;4;4;443000;1.52;1;0;1;1;0;0;"07.01.2020"
"памятники в парке победы в москве";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/poklonnaya-gora-moskva-chto-posmotret.html";5;64;9;14;6;2;6000000;1.3;1;0;2;0;1;0;"10.01.2020"
"театры в петербурге";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;21355;12;0;3;4;728000;5.66;1;0;2;0;-1;0;"11.01.2020"
"парк победы памятники";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/poklonnaya-gora-moskva-chto-posmotret.html";5;2149;8;0;3;1;6000000;14.6;0;0;3;0;0;0;"10.01.2020"
"театры в центре санкт петербурга";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;79;6;7;5;2;577000;3.2;1;0;1;0;1;0;"11.01.2020"
"главный театр в питере";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;39;16;40;4;3;5000000;0.22;1;0;1;0;1;0;"06.01.2020"
"что интересного посмотреть на вднх в москве";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/vdnh-moskva-chto-posmotret.html";5;15;8;53;7;4;17000000;2;1;1;0;0;0;0;"12.01.2020"
"театры с петербурга";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;1814;16;0;3;4;332000;5.52;1;0;1;0;1;0;"11.01.2020"
"вднх красивые места";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/vdnh-moskva-chto-posmotret.html";5;32;3;9;3;0;4000000;0.04;0;0;1;0;0;0;"05.01.2020"
"все театры петербурга";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;378;1;0;3;4;2000000;2.2;1;0;2;0;-1;0;"06.01.2020"
"г бор н новгород";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;223;1;0;4;3;8000000;5.24;1;0;1;0;0;0;"06.01.2020"
"все театры санкт петербурга";"http://citysee.ru/russia/gorod-federalnogo-znacheniya/teatryi-sankt-peterburga-spisok.html";5;284;48;16;4;5;1000000;2.18;1;0;1;0;-1;0;"06.01.2020"
"г бор нижегородской обл";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;3464;25;0;4;4;8000000;8.1;1;0;1;0;4;0;"06.01.2020"
"рассказ про дзержинск";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/dzerzhinsk-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;49;1;2;3;1;2000000;0.04;1;0;1;0;0;0;"10.01.2020"
"нижегородская область бор";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;75408;67;0;3;2;4000000;7.78;1;0;2;0;-1;0;"09.01.2020"
"доклад о дзержинске нижегородской области";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/dzerzhinsk-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;12;1;8;5;0;4000000;0.04;1;0;1;0;1;0;"07.01.2020"
"в городе бор";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;12010;20;0;3;1;23000000;7.7;1;0;2;0;0;0;"05.01.2020"
"знаменитые камни в дзержинском районе";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/dzerzhinsk-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;1;1;98;5;0;3000000;0;0;0;1;0;0;0;"07.01.2020"
"памятники в городе бор нижегородской области";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;3;1;32;6;2;7000000;0.48;1;0;2;0;-1;0;"10.01.2020"
"памятники г бор нижегородской области";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;13;3;22;5;2;9000000;0.62;1;0;1;0;-1;0;"10.01.2020"
"бор районы";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;27145;1;0;2;3;6000000;7.9;1;0;1;0;0;0;"06.01.2020"
"памятники саров";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/sarov-dostoprimechatelnosti-goroda.html";5;196;1;0;2;0;755000;5.88;1;0;2;0;-1;0;"10.01.2020"
"город бор";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;75704;1028;1;2;0;7000000;8.52;1;0;1;0;-1;0;"07.01.2020"
"история города сарова";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/sarov-dostoprimechatelnosti-goroda.html";5;86;3;3;3;0;7000000;0.16;1;0;1;0;-1;0;"08.01.2020"
"город бор где находится";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;243;7;2;4;1;8000000;4.82;1;1;1;0;0;0;"07.01.2020"
"саров нижегородская область";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/sarov-dostoprimechatelnosti-goroda.html";5;5280;291;5;3;1;4000000;5.8;1;0;2;0;-1;0;"10.01.2020"
"город бор нижегородской обл";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;465;1;0;4;2;8000000;7.52;1;0;1;0;0;0;"07.01.2020"
"население г березники пермского края";"http://citysee.ru/russia/pfo/permskiy-kray/berezniki-permskij-kraj-dostoprimechatelnosti.html";5;27;3;11;5;2;7000000;0.04;1;0;1;0;6;0;"09.01.2020"
"семенов город";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-semyonov-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;14421;134;0;2;1;5000000;6.08;0;0;2;0;-1;0;"11.01.2020"
"березники площадь города";"http://citysee.ru/russia/pfo/permskiy-kray/berezniki-permskij-kraj-dostoprimechatelnosti.html";5;53;3;5;3;1;5000000;0.98;1;0;2;0;1;0;"05.01.2020"
"семенов город нижегородской области";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-semyonov-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;2212;72;3;4;1;7000000;5.52;0;0;1;0;1;0;"11.01.2020"
"в чайковском";"http://citysee.ru/russia/pfo/permskiy-kray/chajkovskij-dostoprimechatelnosti-goroda.html";5;167661;32;0;2;3;22000000;7.42;1;0;3;1;0;0;"06.01.2020"
"семенов нижегородская область";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-semyonov-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;18401;465;2;3;1;5000000;5.6;0;0;1;0;0;0;"11.01.2020"
"поселок чайковский пермский край";"http://citysee.ru/russia/pfo/permskiy-kray/chajkovskij-dostoprimechatelnosti-goroda.html";5;135;14;10;4;1;3000000;1.78;1;0;1;0;1;0;"09.01.2020"
"семенов нижегородской области";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-semyonov-nizhegorodskaya-oblast-dostoprimechatelnosti.html";5;18401;18;0;3;0;5000000;5.6;0;0;1;0;-1;0;"11.01.2020"
"что посетить в кунгуре";"http://citysee.ru/russia/pfo/permskiy-kray/gorod-kungur-dostoprimechatelnosti.html";5;12;2;16;4;2;2000000;0.04;0;1;0;0;1;0;"12.01.2020"
"городец что посмотреть";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorodets-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";5;226;32;14;3;0;5000000;5.32;0;1;0;0;0;0;"07.01.2020"
"кунгур фото города достопримечательности";"http://citysee.ru/russia/pfo/permskiy-kray/gorod-kungur-dostoprimechatelnosti.html";5;24;6;24;4;3;9000000;0.1;0;0;1;0;-2;0;"08.01.2020"
"площадь арзамаса";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorodskoj-okrug-gorod-arzamas-dostoprimechatelnosti.html";5;1011;20;1;2;0;1000000;7.1;1;0;2;0;5;0;"10.01.2020"
"кунгуры";"http://citysee.ru/russia/pfo/permskiy-kray/gorod-kungur-dostoprimechatelnosti.html";5;474229;43;0;1;1;938000;5.28;0;0;2;0;-1;0;"08.01.2020"
"памятники г березники";"http://citysee.ru/russia/pfo/permskiy-kray/berezniki-permskij-kraj-dostoprimechatelnosti.html";5;27;2;7;3;3;6000000;1.24;1;0;2;0;-1;0;"10.01.2020"
"сквер победы лысьва";"http://citysee.ru/russia/pfo/permskiy-kray/lysva-dostoprimechatelnosti-goroda.html";5;1;1;98;3;1;2000000;0;0;0;1;0;1;0;"10.01.2020"
"березняки пермская область";"http://citysee.ru/russia/pfo/permskiy-kray/berezniki-permskij-kraj-dostoprimechatelnosti.html";5;582;220;37;3;0;4000000;10.74;0;0;1;0;6;0;"05.01.2020"
"площадь цветов лысьва";"http://citysee.ru/russia/pfo/permskiy-kray/lysva-dostoprimechatelnosti-goroda.html";5;7;3;42;3;0;4000000;0.18;0;0;2;0;-2;0;"09.01.2020"
"площадь березников";"http://citysee.ru/russia/pfo/permskiy-kray/berezniki-permskij-kraj-dostoprimechatelnosti.html";5;694;9;1;2;1;1000000;8.06;0;0;2;0;1;0;"10.01.2020"
